,Brand,RAM,Processor,Battery,Rear Camera,Front Camera,Display,Launch Date,Operating System,Fabrication,Graphics,Display Type,Pixel Density,Refresh Rate,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,Audio Jack,SIM Slot(s),Fingerprint Sensor,Price
886,POCO,8,MediaTek,5000,64,16,6.5,2021,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,35000
887,realme,4,MediaTek,6000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,11000
888,POCO,6,Qualcomm,4500,64,20,6.5,2020,Android,8,Adreno,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,15400
889,OnePlus,8,Qualcomm,3500,16,16,6.5,2018,Android,10,Adreno,AMOLED,400,60,Yes,Yes,256,No,No,2,Yes,32000
890,POCO,8,Qualcomm,4000,12,20,6.0,2018,Android,10,Adreno,LCD,400,60,Yes,Yes,256,Yes,Yes,2,Yes,16000
891,Tecno,4,MediaTek,4000,13,16,5.5,2017,Android,,Mali,LCD,400,60,Yes,No,32,Yes,Yes,2,Yes,9000
893,Oukitel,8,MediaTek,8000,48,16,6.5,2023,Android,7,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,30600
894,Apple,6,Apple,3000,48,12,6.0,2022,iOS,4,Apple,OLED,450,120,Yes,No,1,No,No,2,No,168000
895,POCO,4,Qualcomm,6000,48,8,6.5,2021,Android,11,Adreno,LCD,350,60,Yes,Yes,64,Yes,Yes,2,Yes,12000
896,Xiaomi,8,MediaTek,4500,108,16,6.5,2022,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,25000
897,realme,12,Qualcomm,5000,64,16,6.5,2021,Android,7,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,36000
898,Nokia,2,Unisoc,5000,8,5,6.5,2021,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7700
899,POCO,8,MediaTek,5000,64,16,6.5,2021,Android,6,Mali,AMOLED,350,120,Yes,Yes,128,No,No,2,Yes,35000
900,realme,4,MediaTek,6000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,11000
901,POCO,6,Qualcomm,4500,64,20,6.5,2020,Android,8,Adreno,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,15400
902,OnePlus,8,Qualcomm,3500,16,16,6.5,2018,Android,10,Adreno,AMOLED,400,60,Yes,Yes,256,No,No,2,Yes,32000
903,POCO,8,Qualcomm,4000,12,20,6.0,2018,Android,10,Adreno,LCD,400,60,Yes,Yes,256,Yes,Yes,2,Yes,16000
904,Tecno,4,MediaTek,4000,13,16,5.5,2017,Android,,Mali,LCD,400,60,Yes,No,32,Yes,Yes,2,Yes,9000
906,Xiaomi,8,MediaTek,4500,64,20,6.5,2019,Android,12,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
907,vivo,3,MediaTek,4000,13,5,6.0,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,9200
908,vivo,4,MediaTek,5000,13,8,6.5,2022,Android,12,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,13200
909,Tecno,3,Unisoc,5000,13,8,6.5,2022,Android,12,Mali,LCD,250,90,No,No,64,Yes,Yes,2,Yes,7700
910,Nokia,3,Unisoc,6000,13,5,7.0,2021,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8500
911,realme,8,Qualcomm,4500,64,32,6.5,2021,Android,6,Adreno,AMOLED,400,120,Yes,Yes,128,No,Yes,2,Yes,28000
912,Samsung,2,MediaTek,5000,13,5,6.5,2021,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8000
913,Micromax,4,MediaTek,5000,13,8,6.5,2020,Android,,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8000
914,Xiaomi,3,Qualcomm,5000,13,8,6.0,2020,Android,12,Adreno,LCD,250,60,Yes,Yes,32,Yes,Yes,2,No,8300
915,Tecno,2,MediaTek,4000,8,8,6.5,2020,Android,12,PowerVR,TFT,250,60,No,No,32,Yes,Yes,2,Yes,8800
916,Apple,2,Apple,2000,12,7,4.5,2017,iOS,10,Apple,LCD,300,60,Yes,No,256,No,No,1,Yes,77000
917,Apple,4,Apple,3000,12,12,6.0,2021,iOS,5,Apple,OLED,450,60,Yes,No,512,No,No,2,No,92000
918,Xiaomi,2,Qualcomm,4000,12,5,5.5,2019,Android,12,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,No,8000
919,Infinix,3,MediaTek,4500,12,16,6.0,2018,Android,16,Mali,LCD,400,60,Yes,No,32,Yes,Yes,2,Yes,7500
920,Gionee,4,MediaTek,4000,13,16,5.5,2017,Android,28,Mali,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,17000
921,Infinix,4,MediaTek,5000,50,8,7.0,2022,Android,12,Mali,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,12000
922,Nokia,4,Qualcomm,4000,13,8,6.5,2021,Android,11,Adreno,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8500
923,Elephone,8,MediaTek,3500,48,24,6.5,2022,Android,12,Mali,AMOLED,300,60,No,No,256,Yes,Yes,2,Yes,12000
924,OPPO,4,MediaTek,4000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,10000
925,Samsung,4,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,10500
926,Lava,2,MediaTek,6000,13,8,7.0,2021,Android,12,Mali,LCD,250,60,No,Yes,32,Yes,Yes,2,No,7800
927,Asus,4,Qualcomm,5000,13,8,6.0,2018,Android,14,Adreno,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,15600
928,Tecno,3,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,90,No,No,64,Yes,Yes,2,Yes,9000
929,Tecno,4,MediaTek,5000,50,8,6.5,2022,Android,12,PowerVR,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,8500
930,Samsung,4,Samsung,5000,50,8,6.5,2022,Android,8,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,13800
931,Infinix,6,MediaTek,5000,50,16,6.5,2022,Android,12,Mali,AMOLED,350,60,Yes,Yes,128,Yes,Yes,2,Yes,15000
932,Samsung,8,Samsung,4500,12,32,6.5,2021,Android,7,Mali,AMOLED,400,120,Yes,Yes,256,Yes,No,2,Yes,60000
933,vivo,2,Qualcomm,3500,8,5,6.0,2018,Android,28,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,7900
934,vivo,3,Qualcomm,4000,13,8,6.0,2019,Android,12,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,10000
935,vivo,4,MediaTek,3000,13,20,5.5,2017,Android,,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,21000
936,Tecno,4,Unisoc,5000,13,8,6.5,2022,Android,12,Mali,LCD,250,90,No,No,64,Yes,Yes,2,Yes,8700
937,Lava,3,MediaTek,4000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,7000
938,vivo,4,Qualcomm,5000,50,8,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,13000
939,Xiaomi,4,Qualcomm,5000,48,16,6.5,2021,Android,8,Adreno,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,10800
940,Tecno,2,MediaTek,3500,13,16,6.0,2019,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,11900
941,vivo,4,Qualcomm,3000,13,8,5.5,2016,Android,,Adreno,LCD,400,60,No,No,32,Yes,Yes,2,Yes,18000
942,Karbonn,1,other,1500,5,0,4.0,2014,Android,,Adreno,LCD,200,60,No,No,4,Yes,Yes,2,No,10000
943,vivo,4,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,13200
944,Apple,6,Apple,3000,12,12,6.0,2020,iOS,5,Apple,OLED,450,60,Yes,No,512,No,No,2,No,106700
945,Google,4,Qualcomm,3500,12,8,6.0,2019,Android,10,Adreno,OLED,400,60,Yes,Yes,64,No,Yes,1,Yes,15000
946,OPPO,6,MediaTek,3500,16,25,6.0,2018,Android,12,Mali,LCD,400,60,No,No,128,Yes,Yes,2,Yes,27000
947,Xiaomi,6,Qualcomm,6000,48,8,6.5,2021,Android,11,Adreno,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,12400
948,I,4,other,5000,20,13,7.0,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6900
949,Apple,6,Apple,4500,12,12,6.5,2021,iOS,5,Apple,OLED,450,120,Yes,No,1,No,No,2,No,156200
950,Lenovo,2,MediaTek,3000,13,5,5.5,2015,Android,,Mali,LCD,400,60,No,No,16,Yes,Yes,2,No,10000
951,Doogee,8,MediaTek,12000,64,16,6.5,2023,Android,12,PowerVR,LCD,400,60,Yes,Yes,256,Yes,Yes,2,Yes,42500
952,Tecno,4,MediaTek,5000,48,8,6.5,2021,Android,12,Mali,LCD,250,90,No,No,64,Yes,Yes,2,Yes,10000
953,realme,8,Qualcomm,4000,64,32,6.5,2020,Android,7,Adreno,LCD,350,120,Yes,Yes,256,No,No,2,Yes,32000
954,LG,3,MediaTek,4000,12,16,6.5,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,10000
955,Xiaomi,4,Qualcomm,4000,12,13,6.5,2019,Android,14,Adreno,LCD,400,60,Yes,Yes,64,Yes,Yes,2,Yes,11000
956,realme,8,Qualcomm,4000,64,32,6.5,2020,Android,7,Adreno,LCD,350,120,Yes,Yes,256,No,No,2,Yes,32000
957,LG,3,MediaTek,4000,12,16,6.5,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,10000
958,Xiaomi,4,Qualcomm,4000,12,13,6.5,2019,Android,14,Adreno,LCD,400,60,Yes,Yes,64,Yes,Yes,2,Yes,11000
959,Tecno,2,MediaTek,4000,13,8,5.5,2017,Android,,Mali,LCD,250,60,Yes,No,16,Yes,Yes,2,Yes,12000
960,HTC,2,Qualcomm,2000,13,5,5.0,2016,Android,,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,15000
961,vivo,4,Qualcomm,4500,48,32,6.5,2019,Android,10,Adreno,AMOLED,400,60,Yes,Yes,128,No,Yes,2,Yes,16000
962,Tecno,2,MediaTek,3000,8,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,7800
963,Samsung,4,Samsung,5000,50,5,6.5,2023,Android,8,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,13500
964,Samsung,8,MediaTek,5000,64,8,6.5,2021,Android,7,Mali,TFT,400,90,Yes,Yes,128,Yes,Yes,2,Yes,23000
965,Apple,6,Apple,3000,12,12,6.0,2021,iOS,5,Apple,OLED,450,120,Yes,No,512,No,No,2,No,92000
966,Xiaomi,4,MediaTek,5000,48,13,6.5,2020,Android,12,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,15000
967,InFocus,4,MediaTek,3000,13,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,9000
968,Lephone,1,Spreadtrum,2000,8,2,5.0,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,6100
969,vivo,2,Qualcomm,2500,8,5,5.0,2016,Android,,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,12000
970,vivo,1,MediaTek,2000,5,2,4.5,2016,Android,,Mali,LCD,200,60,No,No,16,Yes,Yes,2,No,7500
971,Tecno,3,MediaTek,5000,13,5,6.5,2023,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,7600
972,Doogee,8,MediaTek,6000,48,16,6.5,2023,Android,12,Mali,LCD,400,60,Yes,Yes,256,Yes,No,2,Yes,49800
973,Lava,2,MediaTek,5000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,6700
974,Micromax,6,Unisoc,5000,13,5,6.5,2021,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8000
975,Infinix,3,MediaTek,6000,13,8,7.0,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8700
976,Tecno,2,MediaTek,5000,13,8,6.5,2021,Android,,PowerVR,TFT,250,60,No,No,32,Yes,Yes,2,Yes,7500
977,Samsung,6,Samsung,5000,48,13,6.5,2020,Android,8,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,12300
978,Tecno,2,MediaTek,3000,13,13,5.5,2018,Android,,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,Yes,9000
979,Tecno,2,MediaTek,3000,13,8,5.5,2018,Android,,PowerVR,LCD,150,60,No,No,16,Yes,Yes,2,Yes,10400
980,Nokia,3,Qualcomm,3000,13,8,5.0,2017,Android,28,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,Yes,12500
981,Moto,3,MediaTek,5000,13,5,5.5,2017,Android,28,Mali,LCD,250,60,Yes,No,32,Yes,Yes,2,Yes,10000
982,HTC,1,MediaTek,2500,13,8,5.5,2015,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,14500
983,Micromax,2,MediaTek,2000,13,5,5.0,2013,Android,,PowerVR,LCD,400,60,No,No,16,No,Yes,2,No,12000
984,Tecno,4,MediaTek,5000,13,5,6.5,2023,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8000
985,realme,4,Unisoc,5000,13,5,6.5,2021,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,10500
986,Tecno,4,MediaTek,5000,13,8,6.5,2020,Android,,PowerVR,TFT,250,60,No,No,64,Yes,Yes,2,Yes,10000
987,realme,4,MediaTek,6000,48,8,6.5,2020,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,13500
988,Motorola,4,Samsung,3500,12,12,6.5,2019,Android,,Mali,LCD,400,60,No,Yes,128,Yes,Yes,2,Yes,14000
989,Infinix,2,MediaTek,3500,13,8,6.0,2019,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8500
990,vivo,0,MediaTek,2000,5,2,4.5,2014,Android,,Mali,LCD,200,60,No,No,4,Yes,Yes,2,No,6500
991,Itel,3,Unisoc,6000,13,5,6.5,2023,Android,28,PowerVR,LCD,250,60,Yes,Yes,32,Yes,Yes,2,Yes,6900
992,Tecno,2,MediaTek,5000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7200
993,Nokia,4,Unisoc,6000,13,5,7.0,2021,Android,28,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,9900
994,vivo,3,Qualcomm,5000,13,8,6.5,2021,Android,12,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9400
995,realme,4,MediaTek,6000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,10000
996,Moto,4,Qualcomm,5000,48,8,6.5,2020,Android,,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,10000
997,Panasonic,3,MediaTek,2500,13,5,5.0,2016,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,No,14000
998,Itel,3,Unisoc,6000,13,5,6.5,2023,Android,28,PowerVR,LCD,250,60,Yes,Yes,32,Yes,Yes,2,Yes,6900
999,Tecno,2,MediaTek,5000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7200
1000,Nokia,4,Unisoc,6000,13,5,7.0,2021,Android,28,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,9900
1001,vivo,3,Qualcomm,5000,13,8,6.5,2021,Android,12,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9400
1002,realme,4,MediaTek,6000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,10000
1003,Lava,3,other,4000,13,13,6.0,2020,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6100
1004,Xiaomi,3,Qualcomm,4000,12,8,6.5,2019,Android,14,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9000
1005,Doogee,8,Unisoc,4000,50,8,6.5,2023,Android,12,Mali,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,20800
1006,I,4,other,5000,20,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,No,6800
1007,realme,4,Unisoc,5000,50,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,10000
1008,Nokia,4,MediaTek,5000,13,8,6.5,2021,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8900
1009,Samsung,3,MediaTek,5000,13,5,6.5,2021,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7900
1010,Nokia,3,MediaTek,4500,13,5,6.5,2020,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,9500
1011,realme,3,Qualcomm,6000,13,8,6.5,2020,Android,11,Adreno,LCD,250,60,Yes,No,32,Yes,Yes,2,Yes,12000
1012,vivo,2,MediaTek,4000,13,5,6.0,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8500
1013,Micromax,2,MediaTek,4000,13,8,6.0,2018,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6200
1014,Nokia,3,MediaTek,3000,13,8,5.0,2018,Android,28,Mali,LCD,300,60,No,No,32,Yes,Yes,2,No,7000
1015,Gionee,4,Qualcomm,3000,13,16,5.5,2018,Android,,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7000
1016,Panasonic,2,MediaTek,4000,8,8,5.5,2018,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,7000
1017,Lenovo,4,MediaTek,4000,13,13,5.5,2017,Android,20,Mali,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,8000
1018,Tecno,3,MediaTek,3000,8,8,5.0,2017,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,Yes,10600
1019,Tecno,3,MediaTek,4000,13,8,5.5,2017,Android,,Mali,LCD,250,60,Yes,No,32,Yes,Yes,2,Yes,12600
1020,HTC,3,MediaTek,2000,13,5,5.0,2016,Android,,Mali,LCD,250,60,Yes,No,32,Yes,Yes,2,No,14000
1021,Gionee,1,MediaTek,2000,5,2,5.0,2016,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,6000
1022,HTC,2,MediaTek,3000,13,4,5.5,2015,Android,,Mali,LCD,400,60,No,No,16,Yes,Yes,2,No,8000
1024,Ulefone,4,MediaTek,9500,16,8,6.0,2022,Android,12,PowerVR,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,32500
1026,Apple,4,Apple,2000,12,7,4.5,2022,iOS,5,Apple,LCD,300,60,Yes,No,256,No,No,2,Yes,64900
1027,iQOO,12,Qualcomm,4500,48,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,37000
1028,Ulefone,8,MediaTek,5000,48,16,6.5,2021,Android,7,Mali,LCD,250,60,Yes,Yes,128,Yes,No,2,Yes,41500
1029,Nokia,3,Unisoc,5000,8,5,6.5,2021,Android,28,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8200
1030,vivo,3,Qualcomm,5000,13,8,6.5,2021,Android,12,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,11000
1031,I,4,other,4000,13,8,6.5,2021,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6800
1032,Moto,4,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,9500
1033,Lava,2,MediaTek,5000,13,8,6.5,2021,Android,,PowerVR,LCD,250,60,No,Yes,32,Yes,Yes,2,No,7000
1034,vivo,6,Qualcomm,5000,16,16,6.5,2019,Android,11,Adreno,LCD,350,60,Yes,No,64,Yes,Yes,2,Yes,15000
1035,Xiaomi,6,Qualcomm,4000,12,20,6.5,2018,Android,14,Adreno,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,13000
1036,vivo,4,MediaTek,3500,13,5,6.0,2018,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,15000
1037,Tecno,2,MediaTek,4000,13,8,6.0,2018,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8500
1038,Honor,3,Qualcomm,3000,13,8,5.5,2018,Android,28,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9000
1039,vivo,4,Qualcomm,3500,13,5,6.0,2018,Android,,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,No,18000
1040,Lava,4,MediaTek,3000,13,8,5.5,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6600
1041,Lenovo,3,Qualcomm,4000,13,8,5.0,2016,Android,,Adreno,LCD,400,60,No,No,32,Yes,Yes,2,Yes,11000
1042,Intex,2,Spreadtrum,2000,8,5,5.0,2015,Android,,Mali,LCD,150,60,No,No,16,Yes,Yes,2,No,6200
1043,HTC,1,Spreadtrum,2000,8,2,4.5,2015,Android,,Mali,TFT,200,60,No,No,8,Yes,Yes,2,No,8400
1044,I,4,other,4000,13,8,6.0,2023,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6300
1045,Samsung,4,MediaTek,5000,50,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,128,Yes,Yes,2,No,13000
1046,Oukitel,4,MediaTek,4000,13,5,5.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,32,Yes,No,2,Yes,15600
1047,I,4,other,5000,20,13,7.0,2022,Android,,Mali,LCD,200,60,No,Yes,64,Yes,Yes,2,Yes,7000
1048,Apple,4,Apple,2500,12,12,5.5,2021,iOS,5,Apple,OLED,450,60,Yes,No,512,No,No,2,No,90000
1049,Lava,3,MediaTek,5000,13,8,6.5,2021,Android,,PowerVR,LCD,250,60,No,Yes,32,Yes,Yes,2,No,7400
1050,Nokia,2,MediaTek,4000,13,5,6.0,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8200
1051,Coolpad,4,Unisoc,3000,8,5,5.5,2019,Android,28,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,6500
1052,Tecno,4,MediaTek,4000,13,24,6.0,2018,Android,,PowerVR,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,11500
1053,Tecno,3,MediaTek,3000,13,13,5.5,2018,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9000
1054,Micromax,2,Qualcomm,2500,13,5,5.0,2015,Android,,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,10200
1055,Blackview,8,MediaTek,8500,50,16,6.5,2023,Android,7,Mali,LCD,400,60,Yes,Yes,128,No,No,2,Yes,51800
1056,Nokia,4,Unisoc,5000,13,5,6.5,2022,Android,28,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,10000
1057,realme,6,MediaTek,5000,48,16,6.5,2021,Android,12,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,15500
1058,Tecno,6,MediaTek,5000,48,8,6.5,2021,Android,12,Mali,LCD,250,90,No,No,64,Yes,Yes,2,Yes,12000
1059,Apple,6,Apple,3500,12,12,6.5,2020,iOS,5,Apple,OLED,450,60,Yes,No,512,No,No,2,No,123300
1060,realme,6,Qualcomm,4500,64,16,6.5,2020,Android,8,Adreno,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,19500
1061,Nokia,3,MediaTek,3000,13,5,5.5,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,6500
1062,Tecno,4,MediaTek,3500,13,16,6.0,2019,Android,,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,14900
1063,Google,4,Qualcomm,3000,12,8,5.5,2018,Android,,Adreno,OLED,400,60,Yes,Yes,128,No,No,1,Yes,19000
1064,Tecno,2,MediaTek,3000,13,8,5.5,2018,Android,,PowerVR,LCD,250,60,No,No,16,Yes,Yes,2,No,7500
1065,Gionee,3,MediaTek,2500,13,5,5.0,2016,Android,,Mali,LCD,250,60,No,No,16,Yes,Yes,2,No,6500
1066,vivo,1,Qualcomm,2000,8,5,4.5,2016,Android,,Adreno,LCD,300,60,No,No,16,Yes,Yes,2,No,9200
1067,Lyf,2,Qualcomm,2500,13,5,5.0,2016,Android,,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,15300
1068,HTC,3,Qualcomm,2000,13,4,5.0,2015,Android,,Adreno,AMOLED,400,60,No,No,32,Yes,Yes,1,Yes,30100
1069,Itel,3,Unisoc,5000,8,5,6.5,2022,Android,28,PowerVR,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,7200
1070,Xiaomi,3,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7200
1071,Apple,6,Apple,3000,12,12,6.0,2021,iOS,5,Apple,OLED,450,120,Yes,No,1,No,No,2,No,145000
1073,Tecno,4,MediaTek,6000,48,8,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,128,Yes,Yes,2,Yes,10600
1074,Ulefone,8,MediaTek,6500,64,8,6.5,2021,Android,,PowerVR,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,48200
1075,POCO,4,MediaTek,5000,13,5,6.5,2020,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,11000
1076,Tecno,2,MediaTek,4000,13,8,6.0,2018,Android,,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8500
1077,Honor,3,Qualcomm,3000,13,8,5.5,2018,Android,28,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9000
1078,vivo,4,Qualcomm,3500,13,5,6.0,2018,Android,,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,No,18000
1079,Lava,4,MediaTek,3000,13,8,5.5,2017,Android,,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6600
1080,Lenovo,3,Qualcomm,4000,13,8,5.0,2016,Android,,Adreno,LCD,400,60,No,No,32,Yes,Yes,2,Yes,11000
1081,Intex,2,Spreadtrum,2000,8,5,5.0,2015,Android,,Mali,LCD,150,60,No,No,16,Yes,Yes,2,No,6200
1082,HTC,1,Spreadtrum,2000,8,2,4.5,2015,Android,,Mali,TFT,200,60,No,No,8,Yes,Yes,2,No,8400
1083,Blackview,8,MediaTek,8500,50,20,6.5,2023,Android,7,Mali,LCD,400,60,Yes,Yes,128,No,No,2,Yes,47000
1084,Blackview,8,MediaTek,5000,50,16,6.5,2023,Android,12,Mali,LCD,400,120,Yes,Yes,256,Yes,No,2,Yes,39500
1085,Ulefone,6,MediaTek,6500,12,16,5.5,2023,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,No,2,Yes,35500
1086,I,4,other,4000,16,13,6.5,2022,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,6300
1087,Umidigi,8,MediaTek,6000,48,24,6.5,2022,Android,12,PowerVR,LCD,400,60,Yes,Yes,256,Yes,Yes,2,Yes,32000
