,Brand,RAM,Processor,Battery,Rear Camera,Front Camera,Display,Launch Date,Operating System,Fabrication,Graphics,Display Type,Pixel Density,Refresh Rate,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,Audio Jack,SIM Slot(s),Fingerprint Sensor,Price
496,Infinix,4,MediaTek,6000,50,8,7.0,2022,Android,12,PowerVR,LCD,250,90,Yes,No,64,Yes,Yes,2,Yes,8500
497,POCO,8,Qualcomm,6000,64,20,6.5,2020,Android,8,Adreno,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,16000
498,realme,6,MediaTek,5000,50,8,6.5,2022,Android,6,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,16400
499,Xiaomi,2,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,6900
500,POCO,12,Qualcomm,5000,64,16,6.5,2023,Android,4,Adreno,AMOLED,350,120,Yes,Yes,256,No,Yes,2,Yes,34000
501,Micromax,4,Unisoc,5000,13,5,6.5,2021,Android,,Mali,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,7000
502,realme,4,MediaTek,5000,48,16,6.5,2021,Android,12,Mali,LCD,400,90,Yes,Yes,64,Yes,Yes,2,Yes,13500
503,OPPO,2,Qualcomm,4000,13,8,6.0,2018,Android,14,Adreno,LCD,250,60,No,No,16,Yes,Yes,2,No,10000
504,Samsung,4,Samsung,4000,25,16,6.5,2019,Android,14,Mali,AMOLED,250,60,Yes,Yes,64,Yes,Yes,2,Yes,18000
505,Samsung,6,Qualcomm,4500,64,32,6.5,2019,Android,11,Adreno,AMOLED,350,60,Yes,Yes,128,Yes,Yes,2,Yes,23000
506,Motorola,12,Qualcomm,4500,200,60,6.5,2022,Android,4,Adreno,OLED,350,144,Yes,Yes,256,No,No,2,Yes,51900
507,Samsung,6,Samsung,3500,12,8,6.5,2017,Android,10,Mali,AMOLED,500,60,Yes,Yes,64,Yes,Yes,2,Yes,33000
508,Samsung,4,Samsung,6000,50,8,6.5,2022,Android,8,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,10700
509,OPPO,8,Qualcomm,4000,48,32,6.5,2020,Android,8,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,35000
510,Infinix,6,MediaTek,5000,50,8,6.5,2023,Android,6,Mali,LCD,400,120,Yes,Yes,128,Yes,Yes,2,Yes,15000
511,Tecno,4,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,90,No,No,64,Yes,Yes,2,Yes,8000
512,Motorola,8,Qualcomm,4000,50,32,6.5,2022,Android,6,Adreno,OLED,400,144,Yes,Yes,128,No,No,2,Yes,25800
513,realme,4,Unisoc,5000,50,5,6.5,2023,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,9700
514,Samsung,12,Qualcomm,5000,200,12,7.0,2023,Android,4,Adreno,AMOLED,500,120,Yes,Yes,512,No,No,2,Yes,135000
515,vivo,4,MediaTek,5000,13,8,6.5,2020,Android,12,PowerVR,LCD,250,60,No,Yes,128,Yes,Yes,2,Yes,15000
516,realme,3,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9500
517,vivo,8,Qualcomm,4500,64,16,6.5,2022,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,No,No,2,Yes,25000
518,Nokia,6,Unisoc,5000,50,8,6.5,2022,Android,12,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,12200
519,Sony,4,Qualcomm,3000,19,13,5.5,2017,Android,,Adreno,LCD,700,60,Yes,Yes,64,Yes,Yes,2,Yes,60000
520,realme,2,Unisoc,5000,8,5,6.5,2021,Android,28,Mali,LCD,250,60,No,No,32,Yes,Yes,2,No,7000
521,Samsung,3,Qualcomm,5000,13,8,6.5,2020,Android,14,Adreno,LCD,250,60,Yes,Yes,32,Yes,Yes,2,Yes,10000
522,POCO,6,Qualcomm,4000,12,20,6.0,2018,Android,10,Adreno,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,11900
523,iQOO,8,Qualcomm,4500,64,16,6.5,2022,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,No,No,2,Yes,25000
524,Moto,4,MediaTek,5000,50,16,6.5,2022,Android,12,PowerVR,LCD,250,90,Yes,Yes,64,Yes,Yes,2,Yes,9900
525,realme,8,MediaTek,5000,64,16,6.5,2021,Android,6,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,18600
526,realme,6,MediaTek,5000,48,16,6.5,2022,Android,6,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,16000
527,Xiaomi,8,Qualcomm,5000,108,16,6.5,2021,Android,8,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,22000
528,Samsung,6,MediaTek,6000,48,13,6.5,2021,Android,12,Mali,AMOLED,250,90,Yes,Yes,128,Yes,Yes,2,Yes,13400
529,Xiaomi,6,Qualcomm,6000,50,5,6.5,2022,Android,6,Adreno,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,11000
530,Xiaomi,8,MediaTek,5000,64,13,6.5,2021,Android,12,Mali,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,14000
531,Xiaomi,6,Qualcomm,5000,48,16,6.5,2021,Android,8,Adreno,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,14500
532,OPPO,4,MediaTek,5000,50,8,6.5,2022,Android,12,PowerVR,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,15500
533,OPPO,3,MediaTek,4000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8500
534,Xiaomi,6,MediaTek,6000,50,8,6.5,2021,Android,12,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,13000
535,Samsung,8,Qualcomm,3500,12,10,6.5,2020,Android,7,Adreno,AMOLED,400,60,Yes,Yes,256,No,No,2,Yes,44000
536,Nokia,4,Qualcomm,3000,16,16,6.0,2018,Android,14,Adreno,LCD,400,60,Yes,Yes,64,Yes,Yes,2,Yes,17600
537,OnePlus,12,Qualcomm,4500,48,16,6.5,2020,Android,7,Adreno,AMOLED,400,120,Yes,Yes,256,No,No,2,Yes,33000
538,vivo,6,Qualcomm,4500,48,32,6.5,2019,Android,10,Adreno,AMOLED,400,60,Yes,Yes,64,No,Yes,2,Yes,16000
539,realme,3,MediaTek,4000,13,13,6.0,2019,Android,12,Mali,LCD,250,60,No,No,32,Yes,Yes,2,Yes,8800
540,vivo,12,MediaTek,5000,64,32,6.5,2022,Android,6,Mali,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,33600
541,realme,8,Qualcomm,4000,64,32,6.5,2020,Android,,Adreno,AMOLED,400,90,Yes,Yes,128,No,No,2,Yes,42000
542,Tecno,8,MediaTek,5000,50,8,6.5,2023,Android,7,Mali,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,14000
543,Tecno,8,MediaTek,5000,64,16,7.0,2022,Android,6,Mali,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,22000
544,vivo,2,MediaTek,5000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8000
545,Apple,6,Apple,4500,48,12,6.5,2022,iOS,4,Apple,OLED,450,120,Yes,No,1,No,No,2,No,178000
546,Xiaomi,3,MediaTek,5000,13,5,6.5,2020,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7500
547,realme,4,Unisoc,5000,50,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,No,128,Yes,Yes,2,Yes,11400
548,OnePlus,12,Qualcomm,4500,48,16,6.5,2021,Android,5,Adreno,AMOLED,500,120,Yes,Yes,256,No,No,2,Yes,55000
549,OPPO,8,MediaTek,4500,48,16,6.5,2021,Android,12,PowerVR,AMOLED,400,60,Yes,Yes,256,Yes,Yes,2,Yes,19000
550,Huawei,4,HiSilicon,4000,13,16,6.5,2019,Android,12,Mali,LCD,350,60,Yes,No,64,Yes,Yes,2,Yes,16000
551,Samsung,8,Qualcomm,5000,64,32,6.5,2021,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,No,2,Yes,35000
552,Infinix,4,MediaTek,6000,13,8,7.0,2022,Android,12,PowerVR,LCD,250,90,Yes,Yes,64,Yes,Yes,2,Yes,8400
553,Xiaomi,3,Qualcomm,4000,48,13,6.5,2019,Android,14,Adreno,LCD,400,60,Yes,Yes,32,Yes,Yes,2,Yes,10900
554,Samsung,3,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,8500
555,Xiaomi,8,Qualcomm,5000,48,13,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,256,Yes,Yes,2,Yes,21000
556,Moto,6,Qualcomm,6000,64,16,7.0,2021,Android,8,Adreno,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,14700
557,Xiaomi,8,Qualcomm,5000,48,13,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,256,Yes,Yes,2,Yes,21000
558,POCO,6,MediaTek,5000,50,8,6.5,2022,Android,7,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,14000
559,Xiaomi,6,MediaTek,5000,108,16,6.5,2022,Android,12,Mali,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,15500
560,realme,4,MediaTek,6000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,Yes,64,Yes,Yes,2,Yes,9800
562,realme,4,Unisoc,5000,8,5,6.5,2021,Android,28,Mali,LCD,250,60,No,No,64,Yes,Yes,2,No,8000
563,Lava,3,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,8700
564,vivo,3,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9500
565,Apple,6,Apple,3000,48,12,6.0,2022,iOS,4,Apple,OLED,450,120,Yes,No,256,No,No,2,No,129000
566,vivo,6,MediaTek,4000,12,32,6.5,2019,Android,12,Mali,LCD,350,60,Yes,No,64,Yes,Yes,2,Yes,21600
567,Samsung,6,Qualcomm,3500,32,16,6.5,2019,Android,11,Adreno,LCD,400,60,Yes,Yes,128,Yes,No,2,Yes,20000
568,Nokia,4,Unisoc,5000,50,8,6.5,2022,Android,12,Mali,LCD,250,90,No,Yes,64,Yes,Yes,2,Yes,14000
569,Xiaomi,4,Qualcomm,4000,12,20,6.0,2018,Android,14,Adreno,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,11000
570,vivo,6,Qualcomm,5000,13,8,6.5,2020,Android,11,Adreno,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,17000
571,Xiaomi,2,Qualcomm,4000,12,8,6.5,2019,Android,14,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7600
572,Nokia,3,MediaTek,3500,13,8,6.0,2018,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6500
573,realme,4,Qualcomm,4000,64,32,6.5,2019,Android,8,Adreno,AMOLED,400,60,Yes,Yes,64,Yes,Yes,2,Yes,18000
574,Moto,4,MediaTek,5000,16,8,6.5,2022,Android,12,PowerVR,LCD,250,90,No,Yes,64,Yes,Yes,2,Yes,8000
575,Samsung,8,MediaTek,5000,48,13,6.5,2021,Android,7,Mali,TFT,250,60,Yes,Yes,128,Yes,Yes,2,Yes,22000
576,vivo,12,MediaTek,4000,64,50,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,256,No,No,2,Yes,27200
577,Xiaomi,8,Qualcomm,5000,64,16,6.5,2021,Android,8,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,17500
578,vivo,8,Qualcomm,5000,48,16,6.5,2021,Android,11,Adreno,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,16000
579,Samsung,8,Qualcomm,5000,50,8,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,18500
580,realme,2,MediaTek,5000,8,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,7500
581,Tecno,4,MediaTek,7000,48,8,7.0,2021,Android,12,Mali,LCD,350,60,Yes,Yes,64,Yes,Yes,2,Yes,10500
582,Samsung,2,MediaTek,4000,13,8,6.0,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9000
583,Infinix,4,MediaTek,5000,50,8,7.0,2021,Android,12,Mali,LCD,350,90,Yes,Yes,64,Yes,Yes,2,Yes,11500
584,Doogee,8,MediaTek,11000,108,32,6.5,2023,Android,6,Mali,LCD,400,60,Yes,Yes,256,Yes,No,2,Yes,48800
585,vivo,4,MediaTek,5000,13,8,6.5,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,15000
586,Apple,6,Apple,3500,12,12,6.0,2022,iOS,5,Apple,OLED,450,60,Yes,No,256,No,No,2,No,81000
587,Samsung,8,Samsung,5000,48,13,6.5,2022,Android,5,Mali,AMOLED,400,90,Yes,Yes,128,Yes,No,2,Yes,27000
588,Xiaomi,8,MediaTek,5000,50,16,6.5,2021,Android,6,Mali,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,18500
589,realme,8,MediaTek,5000,64,16,6.5,2021,Android,12,Mali,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
590,iQOO,12,Qualcomm,4500,48,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,34000
591,OPPO,6,Qualcomm,5000,12,16,6.5,2020,Android,11,Adreno,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
592,Apple,4,Apple,3000,12,12,6.0,2021,iOS,5,Apple,OLED,450,60,Yes,No,256,No,No,2,No,73000
593,Xiaomi,6,MediaTek,4500,64,20,6.5,2019,Android,12,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,16000
594,Nothing,12,Qualcomm,4500,50,16,6.5,2022,Android,6,Adreno,OLED,400,120,Yes,Yes,256,No,No,2,Yes,43000
595,Samsung,6,MediaTek,5000,64,8,6.5,2021,Android,7,Mali,TFT,400,90,Yes,Yes,128,Yes,Yes,2,Yes,16700
596,vivo,2,Qualcomm,2500,8,5,5.0,2017,Android,,Adreno,LCD,200,60,No,No,16,Yes,Yes,2,No,10000
597,Samsung,6,MediaTek,5000,64,8,6.5,2021,Android,7,Mali,TFT,400,90,Yes,Yes,128,Yes,Yes,2,Yes,16700
598,Samsung,12,Qualcomm,5000,108,40,7.0,2022,Android,4,Adreno,AMOLED,500,120,Yes,Yes,1,No,No,2,Yes,110000
599,vivo,2,Qualcomm,2500,8,5,5.0,2017,Android,,Adreno,LCD,200,60,No,No,16,Yes,Yes,2,No,10000
600,Blackberry,2,Qualcomm,2500,8,2,3.5,2015,Other,,Adreno,TFT,250,60,No,No,16,Yes,Yes,1,No,15000
601,Lava,4,MediaTek,5000,50,8,6.5,2022,Android,12,PowerVR,LCD,250,90,No,Yes,64,Yes,Yes,2,Yes,8700
602,realme,6,MediaTek,5000,48,16,6.5,2021,Android,7,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,17000
603,Xiaomi,8,Qualcomm,5000,108,16,6.5,2022,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,23000
604,vivo,12,Qualcomm,4000,50,32,6.5,2021,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,55000
605,vivo,12,MediaTek,4500,64,50,6.5,2022,Android,6,Mali,AMOLED,400,90,Yes,Yes,256,Yes,No,2,Yes,29000
606,Samsung,8,Samsung,5000,64,32,6.5,2022,Android,5,Mali,AMOLED,400,120,Yes,Yes,128,Yes,No,2,Yes,32000
607,OPPO,8,MediaTek,5000,13,8,6.5,2021,Android,7,Mali,LCD,250,60,No,Yes,128,Yes,Yes,2,Yes,16300
608,Xiaomi,4,MediaTek,5000,8,5,6.5,2023,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,8000
609,Xiaomi,6,MediaTek,5000,50,8,6.5,2022,Android,6,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,12000
610,realme,3,Unisoc,5000,8,5,6.5,2022,Android,12,Mali,LCD,250,60,No,No,32,Yes,Yes,2,No,6000
611,realme,8,MediaTek,5000,50,16,6.5,2022,Android,5,Mali,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,28800
612,Apple,3,Apple,3000,12,7,6.0,2018,iOS,7,Apple,LCD,300,60,Yes,No,128,No,No,2,No,41700
613,vivo,12,MediaTek,5000,50,32,7.0,2023,Android,4,Immortalis,AMOLED,450,120,Yes,Yes,256,No,No,2,Yes,64000
614,vivo,8,Qualcomm,4000,48,32,6.5,2020,Android,8,Adreno,AMOLED,350,90,Yes,Yes,128,No,No,2,Yes,32000
615,iQOO,6,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,LCD,400,120,Yes,Yes,128,Yes,Yes,2,Yes,17000
616,Infinix,2,MediaTek,6000,13,8,7.0,2021,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7500
617,Tecno,4,MediaTek,5000,48,48,7.0,2021,Android,12,Mali,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,15000
618,OnePlus,12,Qualcomm,4500,48,16,6.5,2021,Android,7,Adreno,AMOLED,400,120,Yes,Yes,256,No,No,2,Yes,44000
619,Xiaomi,8,Qualcomm,4000,64,20,6.5,2021,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,No,2,Yes,23000
620,POCO,6,MediaTek,5000,48,8,6.5,2021,Android,7,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,18000
621,OPPO,4,Qualcomm,5000,12,16,6.5,2020,Android,11,Adreno,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,18000
622,Ulefone,12,MediaTek,9500,108,32,6.5,2022,Android,6,Mali,LCD,400,120,Yes,Yes,256,Yes,Yes,2,Yes,67000
623,Xiaomi,6,MediaTek,5000,48,13,6.5,2020,Android,12,Mali,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,15000
624,Nothing,8,Qualcomm,4500,50,16,6.5,2022,Android,6,Adreno,OLED,400,120,Yes,Yes,256,No,No,2,Yes,31000
625,vivo,2,MediaTek,4000,13,8,6.0,2019,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9000
626,Samsung,6,Samsung,6000,50,8,6.5,2022,Android,8,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,11700
627,realme,4,Unisoc,5000,50,5,6.5,2022,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,Yes,10000
628,Apple,6,Apple,4500,48,12,6.5,2022,iOS,4,Apple,OLED,450,120,Yes,No,512,No,No,2,No,162000
629,vivo,3,MediaTek,5000,13,8,6.5,2019,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,11000
630,Xiaomi,6,Qualcomm,5000,50,13,6.5,2023,Android,6,Adreno,AMOLED,350,120,Yes,Yes,128,Yes,Yes,2,Yes,17000
631,POCO,6,Qualcomm,5000,48,16,6.5,2020,Android,8,Adreno,LCD,350,60,Yes,Yes,64,Yes,Yes,2,Yes,11900
632,Xiaomi,6,Qualcomm,5000,50,13,6.5,2022,Android,6,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,14200
633,realme,6,MediaTek,5000,50,16,6.5,2021,Android,12,Mali,LCD,400,120,Yes,Yes,128,Yes,Yes,2,Yes,16000
634,vivo,3,Qualcomm,5000,13,8,6.5,2021,Android,12,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,11000
635,Samsung,8,Qualcomm,4500,50,12,6.5,2023,Android,4,Adreno,AMOLED,350,120,Yes,Yes,512,No,No,2,Yes,105000
636,Samsung,3,Samsung,3500,13,8,5.5,2017,Android,,Mali,TFT,400,60,No,No,64,Yes,Yes,2,Yes,7000
637,iQOO,12,Qualcomm,5000,64,16,6.5,2021,Android,6,Adreno,LCD,350,120,Yes,Yes,256,No,Yes,2,Yes,27000
638,vivo,4,Qualcomm,4000,13,20,6.0,2018,Android,12,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,15000
639,Tecno,4,MediaTek,6000,50,8,7.0,2022,Android,6,Mali,LCD,350,120,Yes,Yes,128,Yes,Yes,2,Yes,15500
640,realme,6,Qualcomm,5000,50,16,6.5,2022,Android,6,Adreno,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,16000
641,POCO,6,Qualcomm,5000,48,16,6.5,2020,Android,8,Adreno,LCD,350,60,Yes,Yes,128,Yes,Yes,2,Yes,13800
642,POCO,3,MediaTek,5000,8,5,6.5,2023,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,6800
643,Samsung,8,Samsung,7000,64,32,6.5,2021,Android,7,Mali,AMOLED,350,60,Yes,Yes,128,Yes,Yes,2,Yes,26000
644,Infinix,6,Unisoc,5000,50,8,6.5,2022,Android,12,Mali,LCD,250,90,Yes,Yes,64,Yes,Yes,2,Yes,9800
645,Tecno,2,MediaTek,6000,13,8,7.0,2020,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,7800
646,Infinix,4,MediaTek,5000,13,8,6.5,2021,Android,12,Mali,LCD,400,60,No,Yes,64,Yes,Yes,2,Yes,10000
647,vivo,3,Qualcomm,5000,13,8,6.5,2019,Android,11,Adreno,LCD,250,60,Yes,No,32,Yes,Yes,2,Yes,9000
648,Apple,4,Apple,2000,12,7,4.5,2022,iOS,5,Apple,LCD,300,60,Yes,No,128,No,No,2,Yes,48900
649,Xiaomi,6,MediaTek,5000,64,13,6.5,2021,Android,12,Mali,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,16500
650,vivo,4,MediaTek,4000,13,8,6.0,2018,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,18000
651,Google,4,Qualcomm,3500,12,8,6.5,2018,Android,10,Adreno,OLED,500,60,Yes,Yes,64,No,No,1,Yes,18000
652,Moto,4,Qualcomm,3000,12,5,5.0,2017,Android,14,Adreno,LCD,400,60,Yes,No,32,Yes,Yes,2,Yes,10900
653,Motorola,4,Samsung,3500,48,25,6.5,2019,Android,,Mali,LCD,400,60,Yes,Yes,128,Yes,Yes,2,Yes,20000
654,vivo,2,MediaTek,4000,13,5,6.0,2020,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8300
655,Lava,3,MediaTek,5000,8,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,Yes,32,Yes,Yes,2,Yes,6200
656,realme,12,Qualcomm,5000,50,32,6.5,2022,Android,4,Adreno,AMOLED,500,120,Yes,Yes,256,No,No,2,Yes,58000
657,vivo,2,MediaTek,4000,13,5,6.0,2020,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,8300
658,Infinix,6,MediaTek,5000,50,16,7.0,2021,Android,12,Mali,LCD,350,120,Yes,Yes,64,Yes,Yes,2,Yes,16500
659,Xiaomi,6,MediaTek,5000,50,16,6.5,2021,Android,6,Mali,LCD,350,90,Yes,Yes,128,Yes,Yes,2,Yes,17000
660,Xiaomi,8,Qualcomm,5000,64,20,6.5,2020,Android,7,Adreno,LCD,350,144,Yes,Yes,128,No,No,2,Yes,25000
661,OPPO,4,MediaTek,5000,50,8,6.5,2022,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,16000
662,Samsung,6,MediaTek,5000,48,8,6.5,2021,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,14200
664,OPPO,8,MediaTek,4000,48,44,6.5,2020,Android,12,PowerVR,AMOLED,400,60,Yes,Yes,128,Yes,Yes,2,Yes,30000
665,Xiaomi,6,Qualcomm,4000,48,32,6.0,2019,Android,11,Adreno,AMOLED,250,60,Yes,Yes,128,Yes,Yes,2,Yes,16600
666,Xiaomi,12,Qualcomm,5000,108,16,6.5,2022,Android,5,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,36000
667,OPPO,3,MediaTek,4000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,No,9000
668,vivo,8,Qualcomm,3500,48,32,6.5,2019,Android,11,Adreno,AMOLED,400,60,Yes,No,128,Yes,Yes,2,Yes,25000
669,Xiaomi,8,Qualcomm,5000,108,20,6.5,2020,Android,7,Adreno,LCD,350,144,Yes,Yes,128,No,No,2,Yes,38800
670,OPPO,6,Qualcomm,5000,13,16,6.5,2020,Android,11,Adreno,LCD,250,90,Yes,Yes,128,Yes,Yes,2,Yes,18000
671,Xiaomi,4,MediaTek,5000,13,5,6.5,2021,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,No,7400
672,vivo,3,Qualcomm,5000,13,8,6.5,2019,Android,12,Adreno,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9400
673,vivo,4,MediaTek,5000,13,8,6.5,2021,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,15500
674,OPPO,4,MediaTek,5000,13,16,6.5,2021,Android,12,PowerVR,LCD,250,60,Yes,Yes,128,Yes,Yes,2,Yes,14300
675,vivo,6,MediaTek,5000,13,8,6.5,2021,Android,12,Mali,LCD,250,60,Yes,No,128,Yes,Yes,2,Yes,15000
676,Xiaomi,4,MediaTek,5000,13,5,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,64,Yes,Yes,2,Yes,8400
677,vivo,6,MediaTek,3500,16,25,6.5,2018,Android,12,Mali,LCD,400,60,Yes,No,64,Yes,Yes,2,Yes,20000
678,vivo,3,MediaTek,5000,13,8,6.5,2022,Android,12,PowerVR,LCD,250,60,No,No,32,Yes,Yes,2,Yes,9500
679,Micromax,4,MediaTek,5000,48,16,6.5,2020,Android,12,Mali,LCD,350,60,Yes,Yes,64,Yes,Yes,2,Yes,9400
680,vivo,4,Qualcomm,3000,16,24,6.0,2017,Android,,Adreno,LCD,250,60,No,No,64,Yes,Yes,2,Yes,21300
681,realme,4,Unisoc,5000,8,5,6.5,2022,Android,12,Mali,LCD,250,60,No,No,64,Yes,Yes,2,No,7800
682,vivo,3,Qualcomm,5000,13,8,6.5,2020,Android,11,Adreno,LCD,250,60,Yes,No,64,Yes,Yes,2,Yes,11500
683,Samsung,8,Qualcomm,4500,64,32,6.5,2021,Android,8,Adreno,AMOLED,400,90,Yes,Yes,128,Yes,Yes,2,Yes,27000
684,realme,8,MediaTek,5000,64,16,6.5,2020,Android,12,Mali,LCD,400,90,Yes,Yes,128,Yes,Yes,2,Yes,16800
685,realme,12,Qualcomm,4000,64,32,6.5,2020,Android,,Adreno,AMOLED,400,90,Yes,Yes,256,No,No,2,Yes,48000
686,OnePlus,12,Qualcomm,5000,50,16,6.5,2022,Android,4,Adreno,AMOLED,350,120,Yes,Yes,256,No,No,2,Yes,50000
687,Moto,4,Qualcomm,6000,48,8,6.5,2021,Android,11,Adreno,LCD,250,60,No,Yes,64,Yes,Yes,2,Yes,11000
688,Micromax,4,MediaTek,5000,48,16,6.5,2022,Android,12,Mali,AMOLED,400,60,Yes,Yes,64,Yes,Yes,2,Yes,13500
689,realme,8,Qualcomm,4500,64,32,6.5,2021,Android,6,Adreno,AMOLED,400,120,Yes,Yes,256,No,Yes,2,Yes,30000
